Time, HydroPower, WindPower, SolarPower
2022/4/21/13/16, 1573.993, 249.991, 242.825
2022/4/21/14/16, 1567.202, 247.616, 236.188
2022/4/21/15/16, 1460.552, 232.002, 217.733
2022/4/21/16/16, 1378.962, 233.346, 189.161
2022/4/21/17/16, 1495.073, 253.993, 141.81
2022/4/21/18/16, 1584.721, 282.443, 95.673
2022/4/21/19/16, 1525.369, 285.303, 47.918
2022/4/21/20/16, 1553.564, 347.915, 7.528
2022/4/21/21/16, 1376.566, 518.777, 0.0
2022/4/21/22/16, 1245.46, 601.867, 0.0
2022/4/21/23/16, 1129.832, 648.996, 0.0
2022/4/21/24/16, 1063.508, 795.645, 0.0
2022/4/22/1/16, 1111.639, 846.735, 0.0
2022/4/22/2/16, 1088.435, 813.989, 0.0
2022/4/22/3/16, 1093.776, 736.31, 0.0
2022/4/22/4/16, 1109.302, 732.593, 0.0
2022/4/22/5/16, 1128.31, 743.75, 0.243
2022/4/22/6/16, 1256.966, 914.305, 18.293
2022/4/22/7/16, 1463.848, 883.26, 49.779
2022/4/22/8/16, 1950.956, 479.149, 110.324
2022/4/22/9/16, 2140.863, 353.996, 155.813
2022/4/22/10/16, 2159.673, 384.09, 193.37
2022/4/22/11/16, 1985.545, 574.301, 222.752
2022/4/22/12/16, 1850.61, 758.157, 244.12
2022/4/22/13/16, 1690.948, 893.511, 236.512
2022/4/22/14/16, 1595.792, 1001.12, 230.522
2022/4/22/15/16, 1496.092, 1054.776, 210.449
2022/4/22/16/16, 1517.111, 1196.597, 181.957
2022/4/22/17/16, 1569.809, 1429.663, 131.935
2022/4/22/18/16, 1634.177, 1676.095, 89.603
2022/4/22/19/16, 1691.676, 1705.489, 44.113
2022/4/22/20/16, 1535.989, 1790.155, 6.475
2022/4/22/21/16, 1479.508, 2021.723, 0.0
2022/4/22/22/16, 1460.22, 2306.356, 0.0
2022/4/22/23/16, 1285.711, 2355.225, 0.0
2022/4/22/24/16, 1200.37, 2242.934, 0.0
2022/4/23/1/16, 1118.547, 2135.718, 0.0
2022/4/23/2/16, 1097.294, 2069.804, 0.0
2022/4/23/3/16, 1094.222, 1982.437, 0.0
2022/4/23/4/16, 1104.97, 1930.759, 0.0
2022/4/23/5/16, 1207.228, 1876.067, 0.243
2022/4/23/6/16, 1279.417, 1715.923, 10.441
2022/4/23/7/16, 1455.233, 1412.202, 32.458
2022/4/23/8/16, 1394.356, 966.246, 63.135
2022/4/23/9/16, 1599.51, 728.734, 84.827
2022/4/23/10/16, 1587.78, 732.046, 115.909
2022/4/23/11/16, 1589.851, 818.284, 127.888
2022/4/23/12/16, 1616.341, 895.527, 142.538
2022/4/23/13/16, 1429.125, 881.852, 151.847
2022/4/23/14/16, 1301.629, 861.2, 143.995
2022/4/23/15/16, 1238.388, 843.957, 135.496
2022/4/23/16/16, 1245.824, 837.06, 110.162
2022/4/23/17/16, 1495.627, 774.836, 87.093
2022/4/23/18/16, 1588.18, 690.371, 57.631
2022/4/23/19/16, 1751.957, 600.236, 31.81
2022/4/23/20/16, 1744.298, 624.399, 5.828
2022/4/23/21/16, 1624.578, 691.769, 0.0
2022/4/23/22/16, 1722.946, 719.033, 0.0
2022/4/23/23/16, 1647.987, 660.314, 0.0
2022/4/23/24/16, 1426.095, 615.768, 0.0
2022/4/24/1/16, 1271.987, 574.032, 0.0
2022/4/24/2/16, 1233.618, 512.885, 0.0
2022/4/24/3/16, 1222.594, 471.511, 0.0
2022/4/24/4/16, 1304.905, 485.384, 0.0
2022/4/24/5/16, 1366.923, 465.416, 0.648
2022/4/24/6/16, 1495.056, 453.358, 18.293
2022/4/24/7/16, 1582.5, 379.001, 50.75
2022/4/24/8/16, 1679.121, 345.813, 93.811
2022/4/24/9/16, 1784.5, 381.576, 136.225
2022/4/24/10/16, 1695.183, 487.057, 174.672
2022/4/24/11/16, 1541.958, 524.167, 202.678
2022/4/24/12/16, 1450.833, 449.697, 217.976
2022/4/24/13/16, 1455.454, 409.232, 213.362
2022/4/24/14/16, 1368.334, 388.893, 216.195
2022/4/24/15/16, 1383.823, 364.778, 187.704
2022/4/24/16/16, 1698.051, 360.577, 156.784
2022/4/24/17/16, 1962.334, 317.952, 120.684
2022/4/24/18/16, 2028.813, 297.379, 82.399
2022/4/24/19/16, 2273.87, 278.025, 43.789
2022/4/24/20/16, 2425.765, 261.537, 8.904
2022/4/24/21/16, 2430.791, 345.901, 0.0
2022/4/24/22/16, 2374.063, 443.475, 0.0
2022/4/24/23/16, 2225.485, 486.639, 0.0
2022/4/24/24/16, 2087.558, 451.208, 0.0
2022/4/25/1/17, 1808.02, 356.285, 0.0
2022/4/25/2/17, 1696.03, 292.279, 0.0
2022/4/25/3/17, 1596.37, 256.85, 0.0
2022/4/25/4/17, 1709.806, 223.437, 0.0
2022/4/25/5/17, 1956.084, 201.807, 0.728
2022/4/25/6/17, 2234.999, 190.337, 17.322
2022/4/25/7/17, 2361.563, 156.423, 57.873
2022/4/25/8/17, 2386.223, 90.319, 84.179
2022/4/25/9/17, 2346.166, 40.001, 121.494
2022/4/25/10/17, 2382.457, 62.697, 134.93
2022/4/25/11/17, 2383.826, 64.432, 157.917
2022/4/25/12/17, 2247.154, 68.023, 168.278
2022/4/25/13/17, 2232.254, 92.478, 177.181
2022/4/25/14/17, 2329.373, 153.215, 166.659
2022/4/25/15/17, 2351.128, 212.678, 165.121
2022/4/25/16/17, 2356.096, 211.578, 145.776
2022/4/25/17/17, 2236.07, 203.752, 111.538
2022/4/25/18/17, 2208.736, 194.471, 76.652
2022/4/25/19/17, 2230.206, 226.813, 36.748
2022/4/25/20/17, 2190.042, 366.22, 7.528
2022/4/25/21/17, 2257.751, 584.559, 0.0
2022/4/25/22/17, 2143.064, 816.878, 0.0
2022/4/25/23/17, 1866.142, 1068.774, 0.0
2022/4/25/24/17, 1555.566, 1278.967, 0.0
2022/4/26/1/17, 1387.852, 1641.992, 0.0
2022/4/26/2/17, 1279.122, 2019.457, 0.0
2022/4/26/3/17, 1219.036, 2134.308, 0.0
2022/4/26/4/17, 1334.774, 2197.25, 0.0
2022/4/26/5/17, 1452.735, 2380.166, 0.486
2022/4/26/6/17, 1514.441, 2453.284, 15.622
2022/4/26/7/17, 1803.495, 2249.569, 49.051
2022/4/26/8/17, 2124.693, 2201.753, 87.093
2022/4/26/9/17, 2121.9, 2083.463, 123.193
2022/4/26/10/17, 2277.482, 2040.496, 148.285
2022/4/26/11/17, 2376.823, 2095.194, 177.586
2022/4/26/12/17, 2406.759, 2106.845, 203.326
2022/4/26/13/17, 2381.754, 2215.286, 203.326
2022/4/26/14/17, 2396.364, 2150.839, 200.25
2022/4/26/15/17, 2433.972, 2077.163, 178.719
2022/4/26/16/17, 2420.209, 1925.092, 142.538
2022/4/26/17/17, 2316.534, 1826.739, 106.357
2022/4/26/18/17, 2377.045, 1505.407, 75.923
2022/4/26/19/17, 2500.412, 1204.732, 47.432
2022/4/26/20/17, 2577.683, 987.931, 11.17
2022/4/26/21/17, 2569.482, 910.159, 0.0
2022/4/26/22/17, 2522.919, 1043.018, 0.0
2022/4/26/23/17, 2423.922, 1037.859, 0.0
2022/4/26/24/17, 2239.013, 1058.907, 0.0
2022/4/27/1/17, 2000.617, 1150.601, 0.0
2022/4/27/2/17, 1844.77, 1258.851, 0.0
2022/4/27/3/17, 1860.316, 1277.322, 0.0
2022/4/27/4/17, 1993.648, 1072.759, 0.0
2022/4/27/5/17, 2200.908, 824.533, 1.457
2022/4/27/6/17, 2489.319, 587.386, 22.421
2022/4/27/7/17, 2602.76, 300.006, 69.043
2022/4/27/8/17, 2569.273, 102.95, 109.838
2022/4/27/9/17, 2535.275, 117.533, 154.923
2022/4/27/10/17, 2430.152, 273.998, 182.362
2022/4/27/11/17, 2559.339, 473.122, 183.819
2022/4/27/12/17, 2514.577, 633.684, 201.059
2022/4/27/13/17, 2476.905, 820.317, 199.198
2022/4/27/14/17, 2480.32, 901.11, 181.795
2022/4/27/15/17, 2501.4, 938.576, 161.074
2022/4/27/16/17, 2539.981, 925.374, 122.87
2022/4/27/17/17, 2562.92, 921.011, 102.31
2022/4/27/18/17, 2611.704, 973.336, 71.31
2022/4/27/19/17, 2638.556, 1065.352, 43.709
2022/4/27/20/17, 2628.833, 1062.973, 11.251
2022/4/27/21/17, 2632.0, 1249.102, 0.0
2022/4/27/22/17, 2597.562, 1491.968, 0.0
2022/4/27/23/17, 2424.366, 1774.384, 0.0
2022/4/27/24/17, 2239.955, 2036.197, 0.0
2022/4/28/1/17, 2242.412, 2076.21, 0.0
2022/4/28/2/17, 2020.969, 1949.405, 0.0
2022/4/28/3/17, 1946.561, 1840.675, 0.0
2022/4/28/4/17, 1970.369, 1648.668, 0.0
2022/4/28/5/17, 2017.546, 1586.613, 1.538
2022/4/28/6/17, 2386.943, 1434.597, 23.23
2022/4/28/7/17, 2550.677, 929.897, 62.406
2022/4/28/8/17, 2618.534, 648.919, 95.026
2022/4/28/9/17, 2522.411, 616.128, 109.676
2022/4/28/10/17, 2535.259, 903.568, 123.841
2022/4/28/11/17, 2506.183, 1134.573, 127.402
2022/4/28/12/17, 2530.292, 1087.247, 116.07
2022/4/28/13/17, 2560.748, 971.329, 117.527
2022/4/28/14/17, 2580.913, 986.078, 106.034
2022/4/28/15/17, 2525.098, 920.824, 114.128
2022/4/28/16/17, 2567.897, 1032.458, 87.093
2022/4/28/17/17, 2564.692, 1052.374, 67.991
2022/4/28/18/17, 2530.568, 1022.332, 54.636
2022/4/28/19/17, 2567.674, 891.708, 37.071
2022/4/28/20/17, 2641.596, 830.558, 11.17
2022/4/28/21/17, 2634.629, 912.933, 0.0
2022/4/28/22/17, 2626.717, 1112.805, 0.0
2022/4/28/23/17, 2536.53, 1251.996, 0.0
2022/4/28/24/17, 2455.421, 1345.397, 0.0
2022/4/29/1/17, 2171.397, 1433.284, 0.0
2022/4/29/2/17, 2059.469, 1383.884, 0.0
2022/4/29/3/17, 2025.622, 1313.919, 0.0
2022/4/29/4/17, 2083.297, 1303.561, 0.0
2022/4/29/5/17, 2281.028, 1355.075, 1.862
2022/4/29/6/17, 2504.018, 1196.843, 25.578
2022/4/29/7/17, 2559.083, 732.18, 77.623
2022/4/29/8/17, 2593.639, 312.829, 116.556
2022/4/29/9/17, 2581.381, 352.199, 162.45
2022/4/29/10/17, 2516.329, 491.793, 182.524
2022/4/29/11/17, 2498.815, 646.272, 195.232
2022/4/29/12/17, 2515.927, 798.393, 182.605
2022/4/29/13/17, 2562.986, 962.541, 189.97
2022/4/29/14/17, 2475.582, 982.919, 164.959
2022/4/29/15/17, 2412.762, 1072.522, 145.048
2022/4/29/16/17, 2429.754, 1097.982, 103.12
2022/4/29/17/17, 2481.605, 1034.968, 83.775
2022/4/29/18/17, 2523.898, 1026.147, 63.377
2022/4/29/19/17, 2547.512, 935.779, 40.066
2022/4/29/20/17, 2508.152, 914.098, 14.003
2022/4/29/21/17, 2527.009, 1117.893, 0.081
2022/4/29/22/17, 2507.4, 1445.873, 0.0
2022/4/29/23/17, 2294.511, 1778.112, 0.0
2022/4/29/24/17, 2065.895, 2024.053, 0.0
2022/4/30/1/17, 2082.659, 2162.901, 0.0
2022/4/30/2/17, 2047.296, 2141.172, 0.0
2022/4/30/3/17, 2065.078, 1992.775, 0.0
2022/4/30/4/17, 2022.277, 1890.627, 0.0
2022/4/30/5/17, 2025.626, 1920.418, 1.7
2022/4/30/6/17, 2129.744, 1822.572, 21.045
2022/4/30/7/17, 2171.765, 1556.441, 56.74
2022/4/30/8/17, 2130.118, 1257.935, 93.083
2022/4/30/9/17, 2244.375, 1060.633, 118.822
2022/4/30/10/17, 2255.986, 1011.046, 126.107
2022/4/30/11/17, 2217.161, 1017.37, 133.068
2022/4/30/12/17, 2204.794, 984.934, 119.875
2022/4/30/13/17, 2204.744, 951.459, 128.212
2022/4/30/14/17, 2192.291, 944.657, 138.329
2022/4/30/15/17, 2168.735, 859.347, 142.457
2022/4/30/16/17, 2179.902, 774.529, 106.843
2022/4/30/17/17, 2250.453, 642.347, 89.522
2022/4/30/18/17, 2449.647, 545.404, 55.931
2022/4/30/19/17, 2435.999, 397.411, 33.834
2022/4/30/20/17, 2553.185, 334.882, 9.47
2022/4/30/21/17, 2523.456, 318.743, 0.162
2022/4/30/22/17, 2585.281, 363.309, 0.0
2022/4/30/23/17, 2525.655, 372.581, 0.0
2022/4/30/24/17, 2433.213, 300.976, 0.0
2022/5/1/1/17, 2423.308, 224.354, 0.0
2022/5/1/2/17, 2420.688, 173.729, 0.0
2022/5/1/3/17, 2319.33, 206.876, 0.0
2022/5/1/4/17, 2314.854, 275.887, 0.0
2022/5/1/5/17, 2400.528, 343.645, 1.457
2022/5/1/6/17, 2382.857, 364.409, 8.823
2022/5/1/7/17, 2386.652, 307.116, 39.176
2022/5/1/8/17, 2421.011, 242.531, 68.477
2022/5/1/9/17, 2407.558, 324.919, 98.263
2022/5/1/10/17, 2386.275, 386.396, 115.18
2022/5/1/11/17, 2352.711, 437.092, 154.761
2022/5/1/12/17, 2328.99, 522.107, 181.39
2022/5/1/13/17, 2353.335, 621.864, 194.584
2022/5/1/14/17, 2350.876, 658.843, 181.229
2022/5/1/15/17, 2130.146, 753.246, 154.842
2022/5/1/16/17, 2101.345, 809.999, 126.593
2022/5/1/17/17, 2315.006, 719.225, 108.624
2022/5/1/18/17, 2402.122, 771.192, 75.6
2022/5/1/19/17, 2532.875, 806.012, 50.67
2022/5/1/20/17, 2530.352, 897.486, 15.946
2022/5/1/21/17, 2466.07, 1216.601, 0.162
2022/5/1/22/17, 2461.653, 1688.369, 0.0
2022/5/1/23/17, 2397.629, 1911.5, 0.0
2022/5/1/24/17, 2276.267, 2141.214, 0.0
2022/5/2/1/18, 2050.892, 2085.411, 0.0
2022/5/2/2/18, 1908.38, 1881.156, 0.0
2022/5/2/3/18, 1807.764, 2078.142, 0.0
2022/5/2/4/18, 1794.844, 2212.828, 0.0
2022/5/2/5/18, 1803.823, 2344.109, 1.538
2022/5/2/6/18, 1966.089, 2604.127, 10.037
2022/5/2/7/18, 2371.788, 2842.383, 30.839
2022/5/2/8/18, 2468.991, 2738.028, 52.855
2022/5/2/9/18, 2376.969, 2626.392, 72.2
2022/5/2/10/18, 2295.506, 2749.929, 86.122
2022/5/2/11/18, 2130.71, 2840.282, 74.143
2022/5/2/12/18, 1965.702, 3002.075, 94.216
2022/5/2/13/18, 1975.967, 2868.71, 124.893
2022/5/2/14/18, 2003.795, 2861.75, 117.123
2022/5/2/15/18, 1958.302, 2810.831, 135.173
2022/5/2/16/18, 1957.371, 2834.823, 91.626
2022/5/2/17/18, 1993.724, 2649.56, 76.085
2022/5/2/18/18, 2067.59, 2608.8, 57.145
2022/5/2/19/18, 2228.473, 2436.108, 44.194
2022/5/2/20/18, 2265.542, 2520.407, 17.564
2022/5/2/21/18, 2242.973, 2523.202, 0.648
2022/5/2/22/18, 2262.403, 2558.463, 0.0
2022/5/2/23/18, 2189.491, 2702.908, 0.0
2022/5/2/24/18, 2138.918, 2663.635, 0.0
2022/5/3/1/18, 2047.408, 2849.251, 0.0
2022/5/3/2/18, 1833.577, 2974.292, 0.0
2022/5/3/3/18, 1830.101, 3079.577, 0.0
2022/5/3/4/18, 1839.51, 3136.341, 0.0
2022/5/3/5/18, 1773.577, 3112.057, 3.966
2022/5/3/6/18, 1897.584, 3048.181, 20.64
2022/5/3/7/18, 2049.711, 3115.529, 69.853
2022/5/3/8/18, 2263.329, 3124.713, 100.044
2022/5/3/9/18, 2121.722, 3078.402, 126.107
2022/5/3/10/18, 2100.94, 2991.054, 134.201
2022/5/3/11/18, 2092.435, 2963.988, 130.073
2022/5/3/12/18, 2035.014, 2932.49, 115.099
2022/5/3/13/18, 2026.234, 2846.0, 140.272
2022/5/3/14/18, 2038.514, 2729.088, 145.29
2022/5/3/15/18, 2089.365, 2497.084, 138.896
2022/5/3/16/18, 2190.024, 2200.586, 102.634
2022/5/3/17/18, 2422.788, 1934.706, 86.77
2022/5/3/18/18, 2524.851, 1747.627, 69.448
2022/5/3/19/18, 2593.186, 1407.632, 41.442
2022/5/3/20/18, 2613.091, 1123.894, 15.055
2022/5/3/21/18, 2529.603, 1072.684, 0.809
2022/5/3/22/18, 2447.895, 1332.591, 0.0
2022/5/3/23/18, 2379.295, 1574.317, 0.0
2022/5/3/24/18, 2375.046, 1532.625, 0.0
2022/5/4/1/18, 2137.716, 1541.079, 0.0
2022/5/4/2/18, 2022.377, 1331.571, 0.0
2022/5/4/3/18, 1993.942, 1108.869, 0.0
2022/5/4/4/18, 2035.505, 1022.24, 0.0
2022/5/4/5/18, 2139.123, 918.78, 4.371
2022/5/4/6/18, 2291.186, 711.832, 16.917
2022/5/4/7/18, 2446.907, 351.255, 79.809
2022/5/4/8/18, 2448.285, 148.909, 123.112
2022/5/4/9/18, 2382.887, 253.875, 172.568
2022/5/4/10/18, 2397.348, 530.142, 201.383
2022/5/4/11/18, 2361.201, 631.766, 210.853
2022/5/4/12/18, 2348.09, 772.493, 183.414
2022/5/4/13/18, 2348.944, 891.97, 201.626
2022/5/4/14/18, 2285.626, 981.306, 183.252
2022/5/4/15/18, 2240.666, 1029.689, 177.101
2022/5/4/16/18, 2290.437, 1010.296, 131.611
2022/5/4/17/18, 2342.78, 935.435, 123.517
2022/5/4/18/18, 2474.232, 850.997, 84.989
2022/5/4/19/18, 2417.316, 738.174, 51.236
2022/5/4/20/18, 2481.702, 649.753, 16.512
2022/5/4/21/18, 2449.458, 706.265, 0.648
2022/5/4/22/18, 2390.806, 901.308, 0.0
2022/5/4/23/18, 2274.877, 959.765, 0.0
2022/5/4/24/18, 2102.399, 902.564, 0.0
2022/5/5/1/18, 2051.881, 890.761, 0.0
2022/5/5/2/18, 1957.72, 1058.845, 0.0
2022/5/5/3/18, 1938.748, 1276.044, 0.0
2022/5/5/4/18, 1928.889, 1372.876, 0.0
2022/5/5/5/18, 1958.901, 1397.058, 2.59
2022/5/5/6/18, 2087.516, 1385.621, 5.261
2022/5/5/7/18, 2431.416, 1192.605, 34.076
2022/5/5/8/18, 2410.135, 902.34, 50.184
2022/5/5/9/18, 2522.452, 918.675, 76.976
2022/5/5/10/18, 2535.79, 1166.436, 96.564
2022/5/5/11/18, 2527.147, 1300.594, 120.118
2022/5/5/12/18, 2507.311, 1545.586, 106.438
2022/5/5/13/18, 2486.87, 1736.941, 113.885
2022/5/5/14/18, 2392.59, 1786.161, 121.817
2022/5/5/15/18, 2234.033, 1725.786, 112.995
2022/5/5/16/18, 2134.969, 1733.432, 103.12
2022/5/5/17/18, 2160.976, 1748.061, 76.976
2022/5/5/18/18, 2305.345, 1718.193, 47.27
2022/5/5/19/18, 2398.854, 1735.471, 30.353
2022/5/5/20/18, 2527.077, 1660.986, 12.06
2022/5/5/21/18, 2368.738, 1736.435, 0.971
2022/5/5/22/18, 2399.457, 1685.753, 0.0
2022/5/5/23/18, 2132.69, 1690.618, 0.0
2022/5/5/24/18, 1985.621, 1685.52, 0.0
2022/5/6/1/18, 1900.419, 1736.575, 0.0
2022/5/6/2/18, 1849.774, 1643.91, 0.0
2022/5/6/3/18, 1861.931, 1500.933, 0.0
2022/5/6/4/18, 1897.098, 1505.828, 0.0
2022/5/6/5/18, 1956.128, 1466.948, 5.747
2022/5/6/6/18, 2230.319, 1255.0, 14.165
2022/5/6/7/18, 2501.692, 797.698, 83.046
2022/5/6/8/18, 2538.815, 366.122, 116.556
2022/5/6/9/18, 2522.181, 358.706, 172.001
2022/5/6/10/18, 2535.633, 666.564, 210.934
2022/5/6/11/18, 2564.422, 964.844, 230.765
2022/5/6/12/18, 2502.288, 1170.868, 250.758
2022/5/6/13/18, 2398.305, 1285.136, 266.622
2022/5/6/14/18, 2169.028, 1424.721, 254.562
2022/5/6/15/18, 2064.962, 1488.307, 217.895
2022/5/6/16/18, 2095.487, 1533.774, 182.605
2022/5/6/17/18, 2065.272, 1609.862, 131.207
2022/5/6/18/18, 2102.822, 1773.805, 100.934
2022/5/6/19/18, 2057.49, 1838.687, 71.795
2022/5/6/20/18, 2056.167, 1855.219, 28.491
2022/5/6/21/18, 2008.543, 2242.073, 2.104
2022/5/6/22/18, 1923.393, 2728.317, 0.0
2022/5/6/23/18, 1898.831, 3086.836, 0.0
2022/5/6/24/18, 1820.456, 3266.31, 0.0
2022/5/7/1/18, 1875.847, 3247.312, 0.0
2022/5/7/2/18, 1803.74, 3228.457, 0.0
2022/5/7/3/18, 1800.356, 3126.01, 0.0
2022/5/7/4/18, 1784.191, 3076.79, 0.0
2022/5/7/5/18, 1802.486, 2906.732, 7.366
2022/5/7/6/18, 1818.863, 2558.137, 16.269
2022/5/7/7/18, 1898.444, 1990.871, 76.409
2022/5/7/8/18, 1968.51, 1489.88, 108.219
2022/5/7/9/18, 2003.471, 1420.214, 129.426
2022/5/7/10/18, 1988.281, 1544.158, 145.776
2022/5/7/11/18, 2023.578, 1277.157, 126.188
2022/5/7/12/18, 2152.612, 1173.142, 118.903
2022/5/7/13/18, 2321.029, 1096.531, 112.347
2022/5/7/14/18, 2342.255, 1158.897, 123.436
2022/5/7/15/18, 2215.696, 1475.953, 116.232
2022/5/7/16/18, 2082.625, 1640.598, 89.117
2022/5/7/17/18, 2029.494, 1804.112, 93.731
2022/5/7/18/18, 2040.933, 1952.58, 68.072
2022/5/7/19/18, 2159.504, 2090.248, 50.912
2022/5/7/20/18, 2164.679, 2175.866, 27.844
2022/5/7/21/18, 2142.673, 2447.998, 2.671
2022/5/7/22/18, 2167.633, 2700.081, 0.0
2022/5/7/23/18, 2128.073, 2749.389, 0.0
2022/5/7/24/18, 2028.231, 2754.216, 0.0
2022/5/8/1/18, 1997.766, 2718.084, 0.0
2022/5/8/2/18, 1879.205, 2567.588, 0.0
2022/5/8/3/18, 1837.509, 2452.523, 0.0
2022/5/8/4/18, 1838.184, 2244.785, 0.081
2022/5/8/5/18, 1855.131, 2167.558, 8.823
2022/5/8/6/18, 1916.82, 1636.257, 21.207
2022/5/8/7/18, 2081.569, 1175.778, 94.702
2022/5/8/8/18, 2317.7, 1061.657, 139.948
2022/5/8/9/18, 2191.322, 975.004, 186.004
2022/5/8/10/18, 2065.164, 1001.302, 197.822
2022/5/8/11/18, 2084.54, 1197.115, 210.287
2022/5/8/12/18, 2073.048, 1311.364, 231.898
2022/5/8/13/18, 2097.537, 1520.814, 236.107
2022/5/8/14/18, 2094.295, 1712.705, 208.587
2022/5/8/15/18, 2062.696, 1670.316, 207.777
2022/5/8/16/18, 2130.304, 1647.171, 161.641
2022/5/8/17/18, 2339.83, 1604.502, 143.51
2022/5/8/18/18, 2434.838, 1604.199, 114.533
2022/5/8/19/18, 2592.292, 1420.957, 76.004
2022/5/8/20/18, 2622.863, 1166.33, 32.62
2022/5/8/21/18, 2611.669, 1283.886, 2.59
2022/5/8/22/18, 2627.393, 1512.698, 0.0
2022/5/8/23/18, 2542.562, 1625.608, 0.0
2022/5/8/24/18, 2418.386, 1703.842, 0.0
2022/5/9/1/19, 2228.317, 1783.77, 0.0
2022/5/9/2/19, 2213.739, 1779.521, 0.0
2022/5/9/3/19, 2274.057, 1510.183, 0.0
2022/5/9/4/19, 2280.486, 1177.966, 0.081
2022/5/9/5/19, 2304.164, 1032.045, 6.556
2022/5/9/6/19, 2464.997, 852.18, 15.217
2022/5/9/7/19, 2643.164, 409.655, 70.824
2022/5/9/8/19, 2635.558, 279.13, 99.477
2022/5/9/9/19, 2643.539, 445.992, 148.366
2022/5/9/10/19, 2573.455, 716.819, 161.641
2022/5/9/11/19, 2547.585, 956.535, 171.597
2022/5/9/12/19, 2470.144, 1138.061, 166.74
2022/5/9/13/19, 2460.288, 1169.706, 143.186
2022/5/9/14/19, 2454.303, 1308.83, 150.794
2022/5/9/15/19, 2442.536, 1514.172, 137.034
2022/5/9/16/19, 2562.788, 1488.982, 118.256
2022/5/9/17/19, 2594.859, 1589.267, 84.341
2022/5/9/18/19, 2549.237, 1700.173, 76.247
2022/5/9/19/19, 2616.063, 1694.411, 50.103
2022/5/9/20/19, 2688.448, 1658.622, 21.692
2022/5/9/21/19, 2617.94, 1969.59, 2.266
2022/5/9/22/19, 2515.904, 2474.317, 0.0
2022/5/9/23/19, 2364.034, 2841.351, 0.0
2022/5/9/24/19, 2141.624, 2922.139, 0.0
2022/5/10/1/19, 2069.892, 2908.909, 0.0
2022/5/10/2/19, 2035.035, 2768.063, 0.0
2022/5/10/3/19, 1972.99, 2762.013, 0.0
2022/5/10/4/19, 1999.392, 2688.107, 0.081
2022/5/10/5/19, 2005.88, 2695.443, 7.447
2022/5/10/6/19, 2092.307, 2547.229, 16.107
2022/5/10/7/19, 2335.434, 2258.761, 79.809
2022/5/10/8/19, 2553.802, 1875.335, 125.055
2022/5/10/9/19, 2573.32, 2098.926, 159.941
2022/5/10/10/19, 2545.454, 2367.804, 197.255
2022/5/10/11/19, 2483.551, 2612.144, 227.608
2022/5/10/12/19, 2447.802, 2731.767, 225.261
2022/5/10/13/19, 2355.098, 2926.15, 211.177
2022/5/10/14/19, 2247.672, 3097.085, 194.098
2022/5/10/15/19, 2177.127, 3078.585, 183.738
2022/5/10/16/19, 2196.437, 2957.115, 127.483
2022/5/10/17/19, 2227.394, 2862.418, 109.433
2022/5/10/18/19, 2275.506, 2893.782, 84.018
2022/5/10/19/19, 2283.481, 2901.11, 48.646
2022/5/10/20/19, 2062.341, 2967.351, 21.611
2022/5/10/21/19, 2099.988, 2895.643, 2.104
2022/5/10/22/19, 2155.003, 2742.619, 0.0
2022/5/10/23/19, 2021.53, 2709.594, 0.0
2022/5/10/24/19, 1983.38, 2724.041, 0.0
2022/5/11/1/19, 1879.28, 2749.96, 0.0
2022/5/11/2/19, 1913.534, 2751.523, 0.0
2022/5/11/3/19, 1938.953, 2648.654, 0.0
2022/5/11/4/19, 1959.378, 2794.063, 0.081
2022/5/11/5/19, 1963.842, 2707.861, 3.642
2022/5/11/6/19, 2040.023, 2777.756, 9.389
2022/5/11/7/19, 2437.24, 2601.497, 36.505
2022/5/11/8/19, 2612.425, 2167.584, 52.369
2022/5/11/9/19, 2600.282, 2009.831, 75.761
2022/5/11/10/19, 2639.764, 1933.98, 81.185
2022/5/11/11/19, 2555.131, 1778.5, 94.945
2022/5/11/12/19, 2484.252, 1599.568, 142.377
2022/5/11/13/19, 2335.551, 1450.067, 169.654
2022/5/11/14/19, 2408.941, 1390.547, 165.931
2022/5/11/15/19, 2376.727, 1406.429, 182.443
2022/5/11/16/19, 2343.251, 1409.806, 169.087
2022/5/11/17/19, 2337.611, 1375.835, 153.304
2022/5/11/18/19, 2446.157, 1571.444, 110.971
2022/5/11/19/19, 2569.156, 1655.737, 71.391
2022/5/11/20/19, 2621.948, 1688.595, 31.486
2022/5/11/21/19, 2507.725, 1922.862, 4.371
2022/5/11/22/19, 2499.342, 2087.824, 0.0
2022/5/11/23/19, 2304.246, 2089.726, 0.0
2022/5/11/24/19, 2017.707, 2096.446, 0.0
2022/5/12/1/19, 1949.601, 1935.097, 0.0
2022/5/12/2/19, 1941.367, 1571.429, 0.0
2022/5/12/3/19, 1925.335, 1463.322, 0.0
2022/5/12/4/19, 1958.186, 1387.685, 0.162
2022/5/12/5/19, 1970.728, 1200.654, 4.776
2022/5/12/6/19, 2219.75, 1062.643, 11.979
2022/5/12/7/19, 2529.571, 696.888, 44.68
2022/5/12/8/19, 2591.018, 510.031, 63.944
2022/5/12/9/19, 2554.693, 419.317, 94.378
2022/5/12/10/19, 2598.924, 319.241, 86.446
2022/5/12/11/19, 2492.922, 276.721, 105.953
2022/5/12/12/19, 2436.586, 287.055, 129.75
2022/5/12/13/19, 2383.345, 298.544, 145.857
2022/5/12/14/19, 2315.731, 311.455, 149.418
