Time, EnergyGeneration, StorageCapacity
2022/10/14/9/41, 3103.512, 15000.0
2022/10/14/10/41, 3008.621, 15000.0
2022/10/14/11/41, 2993.726, 15000.0
2022/10/14/12/41, 2783.312, 15000.0
2022/10/14/13/41, 2644.094, 15000.0
2022/10/14/14/41, 2589.432, 15000.0
2022/10/14/15/41, 2463.639, 15000.0
2022/10/14/16/41, 2406.029, 15000.0
2022/10/14/17/41, 2551.824, 15000.0
2022/10/14/18/41, 2843.284, 15000.0
2022/10/14/19/41, 3090.29, 15000.0
2022/10/14/20/41, 3261.502, 15000.0
2022/10/14/21/41, 2972.04, 15000.0
2022/10/14/22/41, 2885.797, 15000.0
2022/10/14/23/41, 2754.92, 15000.0
2022/10/14/24/41, 2606.903, 15000.0
2022/10/15/1/41, 2501.366, 15000.0
2022/10/15/2/41, 2198.897, 15000.0
2022/10/15/3/41, 2147.03, 15000.0
2022/10/15/4/41, 2166.49, 15000.0
2022/10/15/5/41, 2422.928, 15000.0
2022/10/15/6/41, 2575.665, 15000.0
2022/10/15/7/41, 2609.12, 15000.0
2022/10/15/8/41, 2873.92, 15000.0
2022/10/15/9/41, 3046.745, 15000.0
2022/10/15/10/41, 3016.622, 15000.0
2022/10/15/11/41, 3073.228, 15000.0
2022/10/15/12/41, 3070.428, 15000.0
2022/10/15/13/41, 2925.502, 15000.0
2022/10/15/14/41, 2909.021, 15000.0
2022/10/15/15/41, 2950.715, 15000.0
2022/10/15/16/41, 3292.791, 15000.0
2022/10/15/17/41, 3602.205, 15000.0
2022/10/15/18/41, 4188.539, 15000.0
2022/10/15/19/41, 4409.692, 15000.0
2022/10/15/20/41, 4447.238, 15000.0
2022/10/15/21/41, 4352.191, 15000.0
2022/10/15/22/41, 4371.917, 15000.0
2022/10/15/23/41, 4326.349, 15000.0
2022/10/15/24/41, 4115.985, 15000.0
2022/10/16/1/41, 3973.117, 15000.0
2022/10/16/2/41, 3630.849, 15000.0
2022/10/16/3/41, 3449.906, 15000.0
2022/10/16/4/41, 3321.561, 15000.0
2022/10/16/5/41, 3194.994, 15000.0
2022/10/16/6/41, 3090.016, 15000.0
2022/10/16/7/41, 2921.202, 15000.0
2022/10/16/8/41, 3029.452, 15000.0
2022/10/16/9/41, 3223.987, 15000.0
2022/10/16/10/41, 3478.673, 15000.0
2022/10/16/11/41, 3721.833, 15000.0
2022/10/16/12/41, 3727.969, 15000.0
2022/10/16/13/41, 3744.786, 15000.0
2022/10/16/14/41, 3904.403, 15000.0
2022/10/16/15/41, 4098.565, 15000.0
2022/10/16/16/41, 3972.423, 15000.0
2022/10/16/17/41, 3904.634, 15000.0
2022/10/16/18/41, 3983.454, 15000.0
2022/10/16/19/41, 4128.882, 15000.0
2022/10/16/20/41, 4033.202, 15000.0
2022/10/16/21/41, 3738.127, 15000.0
2022/10/16/22/41, 3134.958, 15000.0
2022/10/16/23/41, 2681.24, 15000.0
2022/10/16/24/41, 2234.139, 15000.0
2022/10/17/1/42, 1768.041, 15000.0
2022/10/17/2/42, 1594.624, 15000.0
2022/10/17/3/42, 1545.258, 15000.0
2022/10/17/4/42, 1516.383, 15000.0
2022/10/17/5/42, 1694.154, 15000.0
2022/10/17/6/42, 2219.201, 15000.0
2022/10/17/7/42, 2864.217, 15000.0
2022/10/17/8/42, 2964.473, 15000.0
2022/10/17/9/42, 3204.765, 15000.0
2022/10/17/10/42, 3456.435, 15000.0
2022/10/17/11/42, 3422.949, 15000.0
2022/10/17/12/42, 3126.633, 15000.0
2022/10/17/13/42, 3148.655, 15000.0
2022/10/17/14/42, 3039.141, 15000.0
2022/10/17/15/42, 3003.191, 15000.0
2022/10/17/16/42, 3021.078, 15000.0
2022/10/17/17/42, 3421.415, 15000.0
2022/10/17/18/42, 3980.43, 15000.0
2022/10/17/19/42, 4296.403, 15000.0
2022/10/17/20/42, 3841.729, 15000.0
2022/10/17/21/42, 3488.585, 15000.0
2022/10/17/22/42, 3256.454, 15000.0
2022/10/17/23/42, 2907.773, 15000.0
2022/10/17/24/42, 2426.364, 15000.0
2022/10/18/1/42, 2258.82, 15000.0
2022/10/18/2/42, 1943.746, 15000.0
2022/10/18/3/42, 1807.674, 15000.0
2022/10/18/4/42, 1619.966, 15000.0
2022/10/18/5/42, 1738.537, 15000.0
2022/10/18/6/42, 2056.142, 15000.0
2022/10/18/7/42, 2406.001, 15000.0
2022/10/18/8/42, 2630.345, 15000.0
2022/10/18/9/42, 2618.995, 15000.0
2022/10/18/10/42, 2501.444, 15000.0
2022/10/18/11/42, 2423.118, 15000.0
2022/10/18/12/42, 2385.797, 15000.0
2022/10/18/13/42, 2447.43, 15000.0
2022/10/18/14/42, 2462.18, 15000.0
2022/10/18/15/42, 2367.369, 15000.0
2022/10/18/16/42, 2483.892, 15000.0
2022/10/18/17/42, 2712.366, 15000.0
2022/10/18/18/42, 3398.492, 15000.0
2022/10/18/19/42, 3712.916, 15000.0
2022/10/18/20/42, 3482.392, 15000.0
2022/10/18/21/42, 3141.318, 15000.0
2022/10/18/22/42, 2907.039, 15000.0
2022/10/18/23/42, 2816.65, 15000.0
2022/10/18/24/42, 2814.284, 15000.0
2022/10/19/1/42, 2848.111, 15000.0
2022/10/19/2/42, 2869.295, 15000.0
2022/10/19/3/42, 2752.513, 15000.0
2022/10/19/4/42, 2719.098, 15000.0
2022/10/19/5/42, 2800.743, 15000.0
2022/10/19/6/42, 2824.442, 15000.0
2022/10/19/7/42, 2983.198, 15000.0
2022/10/19/8/42, 3089.014, 15000.0
2022/10/19/9/42, 3039.518, 15000.0
2022/10/19/10/42, 3025.367, 15000.0
2022/10/19/11/42, 2759.661, 15000.0
2022/10/19/12/42, 2501.92, 15000.0
2022/10/19/13/42, 2378.531, 15000.0
2022/10/19/14/42, 2278.717, 15000.0
2022/10/19/15/42, 2403.577, 15000.0
2022/10/19/16/42, 2671.178, 15000.0
2022/10/19/17/42, 3114.532, 15000.0
2022/10/19/18/42, 3649.013, 15000.0
2022/10/19/19/42, 4003.758, 15000.0
2022/10/19/20/42, 3955.501, 15000.0
2022/10/19/21/42, 3835.914, 15000.0
2022/10/19/22/42, 3630.33, 15000.0
2022/10/19/23/42, 3354.417, 15000.0
2022/10/19/24/42, 3183.69, 15000.0
2022/10/20/1/42, 3072.739, 15000.0
2022/10/20/2/42, 2817.492, 15000.0
2022/10/20/3/42, 2615.705, 15000.0
2022/10/20/4/42, 2419.178, 15000.0
2022/10/20/5/42, 2423.097, 15000.0
2022/10/20/6/42, 2744.571, 15000.0
2022/10/20/7/42, 2974.474, 15000.0
2022/10/20/8/42, 2820.52, 15000.0
2022/10/20/9/42, 2599.951, 15000.0
2022/10/20/10/42, 2407.619, 15000.0
2022/10/20/11/42, 2317.511, 15000.0
2022/10/20/12/42, 2176.897, 15000.0
2022/10/20/13/42, 2222.519, 15000.0
2022/10/20/14/42, 2178.263, 15000.0
2022/10/20/15/42, 2076.964, 15000.0
2022/10/20/16/42, 2091.466, 15000.0
2022/10/20/17/42, 2132.085, 15000.0
2022/10/20/18/42, 2437.927, 15000.0
2022/10/20/19/42, 2552.675, 15000.0
2022/10/20/20/42, 2544.472, 15000.0
2022/10/20/21/42, 2257.645, 15000.0
2022/10/20/22/42, 2228.512, 15000.0
2022/10/20/23/42, 1976.873, 15000.0
2022/10/20/24/42, 1829.298, 15000.0
2022/10/21/1/42, 1566.41, 15000.0
2022/10/21/2/42, 1477.112, 15000.0
2022/10/21/3/42, 1465.391, 15000.0
2022/10/21/4/42, 1592.777, 15000.0
2022/10/21/5/42, 1805.114, 15000.0
2022/10/21/6/42, 2138.549, 15000.0
2022/10/21/7/42, 2402.709, 15000.0
2022/10/21/8/42, 2633.243, 15000.0
2022/10/21/9/42, 2495.293, 15000.0
2022/10/21/10/42, 2449.346, 15000.0
2022/10/21/11/42, 2416.086, 15000.0
2022/10/21/12/42, 2322.746, 15000.0
2022/10/21/13/42, 2234.209, 15000.0
2022/10/21/14/42, 2141.02, 15000.0
2022/10/21/15/42, 2096.776, 15000.0
2022/10/21/16/42, 2023.735, 15000.0
2022/10/21/17/42, 2047.617, 15000.0
2022/10/21/18/42, 2420.69, 15000.0
2022/10/21/19/42, 2470.991, 15000.0
2022/10/21/20/42, 2396.605, 15000.0
2022/10/21/21/42, 2314.232, 15000.0
2022/10/21/22/42, 2210.803, 15000.0
2022/10/21/23/42, 2127.128, 15000.0
2022/10/21/24/42, 1999.65, 15000.0
2022/10/22/1/42, 1883.309, 15000.0
2022/10/22/2/42, 1879.993, 15000.0
2022/10/22/3/42, 1970.154, 15000.0
2022/10/22/4/42, 2052.118, 15000.0
2022/10/22/5/42, 2176.583, 15000.0
2022/10/22/6/42, 2270.289, 15000.0
2022/10/22/7/42, 2449.672, 15000.0
2022/10/22/8/42, 2602.593, 15000.0
2022/10/22/9/42, 2902.414, 15000.0
2022/10/22/10/42, 3245.911, 15000.0
2022/10/22/11/42, 3516.025, 15000.0
2022/10/22/12/42, 3499.957, 15000.0
2022/10/22/13/42, 3654.201, 15000.0
2022/10/22/14/42, 3942.804, 15000.0
2022/10/22/15/42, 4152.89, 15000.0
2022/10/22/16/42, 4213.599, 15000.0
2022/10/22/17/42, 4351.054, 15000.0
2022/10/22/18/42, 4470.494, 15000.0
2022/10/22/19/42, 4513.363, 15000.0
2022/10/22/20/42, 4369.711, 15000.0
2022/10/22/21/42, 3953.922, 15000.0
2022/10/22/22/42, 3586.454, 15000.0
2022/10/22/23/42, 3112.766, 15000.0
2022/10/22/24/42, 2879.49, 15000.0
2022/10/23/1/42, 2724.297, 15000.0
2022/10/23/2/42, 2566.48, 15000.0
2022/10/23/3/42, 2655.613, 15000.0
2022/10/23/4/42, 2772.984, 15000.0
2022/10/23/5/42, 2788.777, 15000.0
2022/10/23/6/42, 2940.052, 15000.0
2022/10/23/7/42, 2891.147, 15000.0
2022/10/23/8/42, 2965.301, 15000.0
2022/10/23/9/42, 3067.773, 15000.0
2022/10/23/10/42, 2949.726, 15000.0
2022/10/23/11/42, 2787.112, 15000.0
2022/10/23/12/42, 2782.737, 15000.0
2022/10/23/13/42, 2808.996, 15000.0
2022/10/23/14/42, 2777.714, 15000.0
2022/10/23/15/42, 2838.706, 15000.0
2022/10/23/16/42, 3005.535, 15000.0
2022/10/23/17/42, 3409.323, 15000.0
2022/10/23/18/42, 4002.533, 15000.0
2022/10/23/19/42, 4283.94, 15000.0
2022/10/23/20/42, 4172.43, 15000.0
2022/10/23/21/42, 3879.949, 15000.0
2022/10/23/22/42, 3727.304, 15000.0
2022/10/23/23/42, 3402.868, 15000.0
2022/10/23/24/42, 3079.944, 15000.0
2022/10/24/1/43, 2843.464, 15000.0
2022/10/24/2/43, 2557.873, 15000.0
2022/10/24/3/43, 2391.454, 15000.0
2022/10/24/4/43, 2248.946, 15000.0
2022/10/24/5/43, 2248.224, 15000.0
2022/10/24/6/43, 2471.035, 15000.0
2022/10/24/7/43, 2657.637, 15000.0
2022/10/24/8/43, 2656.561, 15000.0
2022/10/24/9/43, 2470.191, 15000.0
2022/10/24/10/43, 2105.191, 15000.0
2022/10/24/11/43, 1965.784, 15000.0
2022/10/24/12/43, 1803.676, 15000.0
2022/10/24/13/43, 1875.651, 15000.0
2022/10/24/14/43, 1813.875, 15000.0
2022/10/24/15/43, 1631.568, 15000.0
2022/10/24/16/43, 1762.872, 15000.0
2022/10/24/17/43, 1689.635, 15000.0
2022/10/24/18/43, 1899.03, 15000.0
2022/10/24/19/43, 2157.749, 15000.0
2022/10/24/20/43, 2234.193, 15000.0
2022/10/24/21/43, 2185.646, 15000.0
2022/10/24/22/43, 2016.65, 15000.0
2022/10/24/23/43, 1911.018, 15000.0
2022/10/24/24/43, 1689.336, 15000.0
2022/10/25/1/43, 1691.994, 15000.0
2022/10/25/2/43, 1616.442, 15000.0
2022/10/25/3/43, 1699.64, 15000.0
2022/10/25/4/43, 1803.451, 15000.0
2022/10/25/5/43, 2409.126, 15000.0
2022/10/25/6/43, 2879.636, 15000.0
2022/10/25/7/43, 3498.226, 15000.0
2022/10/25/8/43, 3695.188, 15000.0
2022/10/25/9/43, 3593.605, 15000.0
2022/10/25/10/43, 3640.13, 15000.0
2022/10/25/11/43, 3290.607, 15000.0
2022/10/25/12/43, 2943.082, 15000.0
2022/10/25/13/43, 3203.543, 15000.0
2022/10/25/14/43, 3199.366, 15000.0
2022/10/25/15/43, 3004.863, 15000.0
2022/10/25/16/43, 3164.953, 15000.0
2022/10/25/17/43, 3316.801, 15000.0
2022/10/25/18/43, 3476.608, 15000.0
2022/10/25/19/43, 3730.935, 15000.0
2022/10/25/20/43, 3455.646, 15000.0
2022/10/25/21/43, 3360.29, 15000.0
2022/10/25/22/43, 3230.444, 15000.0
2022/10/25/23/43, 3207.753, 15000.0
2022/10/25/24/43, 2888.393, 15000.0
2022/10/26/1/43, 2555.904, 15000.0
2022/10/26/2/43, 2392.654, 15000.0
2022/10/26/3/43, 2216.943, 15000.0
2022/10/26/4/43, 2097.455, 15000.0
2022/10/26/5/43, 2079.714, 15000.0
2022/10/26/6/43, 2188.12, 15000.0
2022/10/26/7/43, 2388.187, 15000.0
2022/10/26/8/43, 2755.32, 15000.0
2022/10/26/9/43, 2696.841, 15000.0
2022/10/26/10/43, 2466.716, 15000.0
2022/10/26/11/43, 2436.288, 15000.0
2022/10/26/12/43, 2249.957, 15000.0
2022/10/26/13/43, 2237.201, 15000.0
2022/10/26/14/43, 2112.601, 15000.0
2022/10/26/15/43, 2140.889, 15000.0
2022/10/26/16/43, 2222.637, 15000.0
2022/10/26/17/43, 2200.433, 15000.0
2022/10/26/18/43, 2265.015, 15000.0
2022/10/26/19/43, 2507.738, 15000.0
2022/10/26/20/43, 2469.122, 15000.0
2022/10/26/21/43, 2080.788, 15000.0
2022/10/26/22/43, 1909.454, 15000.0
2022/10/26/23/43, 1789.029, 15000.0
2022/10/26/24/43, 1469.324, 15000.0
2022/10/27/1/43, 1221.174, 15000.0
2022/10/27/2/43, 1064.759, 15000.0
2022/10/27/3/43, 983.704, 15000.0
2022/10/27/4/43, 1006.379, 15000.0
2022/10/27/5/43, 1210.846, 15000.0
2022/10/27/6/43, 1814.805, 15000.0
2022/10/27/7/43, 2379.639, 15000.0
2022/10/27/8/43, 2478.589, 15000.0
2022/10/27/9/43, 2597.72, 15000.0
2022/10/27/10/43, 2494.108, 15000.0
2022/10/27/11/43, 2738.644, 15000.0
2022/10/27/12/43, 2738.147, 15000.0
2022/10/27/13/43, 2561.253, 15000.0
2022/10/27/14/43, 2441.583, 15000.0
2022/10/27/15/43, 2590.178, 15000.0
2022/10/27/16/43, 2590.448, 15000.0
2022/10/27/17/43, 2672.31, 15000.0
2022/10/27/18/43, 3040.367, 15000.0
2022/10/27/19/43, 3131.31, 15000.0
2022/10/27/20/43, 3045.221, 15000.0
2022/10/27/21/43, 2655.012, 15000.0
2022/10/27/22/43, 2435.578, 15000.0
2022/10/27/23/43, 2043.063, 15000.0
2022/10/27/24/43, 1687.658, 15000.0
2022/10/28/1/43, 1721.266, 15000.0
2022/10/28/2/43, 1558.514, 15000.0
2022/10/28/3/43, 1595.974, 15000.0
2022/10/28/4/43, 1705.584, 15000.0
2022/10/28/5/43, 1872.157, 15000.0
2022/10/28/6/43, 2328.482, 15000.0
2022/10/28/7/43, 2730.036, 15000.0
2022/10/28/8/43, 2796.81, 15000.0
2022/10/28/9/43, 3151.664, 15000.0
2022/10/28/10/43, 3203.284, 15000.0
2022/10/28/11/43, 3098.105, 15000.0
2022/10/28/12/43, 2999.879, 15000.0
2022/10/28/13/43, 3035.378, 15000.0
2022/10/28/14/43, 2939.387, 15000.0
2022/10/28/15/43, 3019.598, 15000.0
2022/10/28/16/43, 3130.581, 15000.0
2022/10/28/17/43, 3274.856, 15000.0
2022/10/28/18/43, 3246.389, 15000.0
2022/10/28/19/43, 3126.997, 15000.0
2022/10/28/20/43, 3040.138, 15000.0
2022/10/28/21/43, 2905.17, 15000.0
2022/10/28/22/43, 2647.793, 15000.0
2022/10/28/23/43, 2422.687, 15000.0
2022/10/28/24/43, 2439.403, 15000.0
2022/10/29/1/43, 2340.431, 15000.0
2022/10/29/2/43, 2008.407, 15000.0
2022/10/29/3/43, 1973.5, 15000.0
2022/10/29/4/43, 2211.902, 15000.0
2022/10/29/5/43, 2566.671, 15000.0
2022/10/29/6/43, 3017.795, 15000.0
2022/10/29/7/43, 3379.059, 15000.0
2022/10/29/8/43, 3881.951, 15000.0
2022/10/29/9/43, 4268.808, 15000.0
2022/10/29/10/43, 4470.925, 15000.0
2022/10/29/11/43, 4613.742, 15000.0
2022/10/29/12/43, 4717.227, 15000.0
2022/10/29/13/43, 4735.517, 15000.0
2022/10/29/14/43, 4745.264, 15000.0
2022/10/29/15/43, 4748.12, 15000.0
2022/10/29/16/43, 4818.24, 15000.0
2022/10/29/17/43, 4920.895, 15000.0
2022/10/29/18/43, 5015.546, 15000.0
2022/10/29/19/43, 5075.375, 15000.0
2022/10/29/20/43, 5064.929, 15000.0
2022/10/29/21/43, 5027.601, 15000.0
2022/10/29/22/43, 5001.81, 15000.0
2022/10/29/23/43, 4972.61, 15000.0
2022/10/29/24/43, 4926.709, 15000.0
2022/10/30/1/43, 4991.257, 15000.0
2022/10/30/2/43, 4920.86, 15000.0
2022/10/30/3/43, 4786.717, 15000.0
2022/10/30/4/43, 4839.171, 15000.0
2022/10/30/5/43, 4724.096, 15000.0
2022/10/30/6/43, 4628.694, 15000.0
2022/10/30/7/43, 4630.878, 15000.0
2022/10/30/8/43, 4514.84, 15000.0
2022/10/30/9/43, 4409.601, 15000.0
2022/10/30/10/43, 4304.043, 15000.0
2022/10/30/11/43, 4028.63, 15000.0
2022/10/30/12/43, 3613.117, 15000.0
2022/10/30/13/43, 3516.197, 15000.0
2022/10/30/14/43, 3374.708, 15000.0
2022/10/30/15/43, 3254.569, 15000.0
2022/10/30/16/43, 3106.554, 15000.0
2022/10/30/17/43, 3032.439, 15000.0
2022/10/30/18/43, 3197.685, 15000.0
2022/10/30/19/43, 3289.018, 15000.0
2022/10/30/20/43, 3188.669, 15000.0
2022/10/30/21/43, 3074.861, 15000.0
2022/10/30/22/43, 2565.084, 15000.0
2022/10/30/23/43, 2382.116, 15000.0
2022/10/30/24/43, 2204.293, 15000.0
2022/10/31/1/44, 1759.908, 15000.0
2022/10/31/2/44, 1387.32, 15000.0
2022/10/31/3/44, 1178.208, 15000.0
2022/10/31/4/44, 1114.241, 15000.0
2022/10/31/5/44, 1272.365, 15000.0
2022/10/31/6/44, 1653.818, 15000.0
2022/10/31/7/44, 2411.437, 15000.0
2022/10/31/8/44, 2913.045, 15000.0
2022/10/31/9/44, 3067.424, 15000.0
2022/10/31/10/44, 3632.873, 15000.0
2022/10/31/11/44, 3588.528, 15000.0
2022/10/31/12/44, 3201.361, 15000.0
2022/10/31/13/44, 3040.968, 15000.0
2022/10/31/14/44, 2875.127, 15000.0
2022/10/31/15/44, 2875.092, 15000.0
2022/10/31/16/44, 3152.082, 15000.0
2022/10/31/17/44, 3638.274, 15000.0
2022/10/31/18/44, 3706.397, 15000.0
2022/10/31/19/44, 3794.448, 15000.0
2022/10/31/20/44, 3396.418, 15000.0
2022/10/31/21/44, 3071.157, 15000.0
2022/10/31/22/44, 2782.436, 15000.0
2022/10/31/23/44, 2662.741, 15000.0
2022/10/31/24/44, 2597.297, 15000.0
2022/11/1/1/44, 2305.909, 15000.0
2022/11/1/2/44, 2071.464, 15000.0
2022/11/1/3/44, 1943.853, 15000.0
2022/11/1/4/44, 2110.103, 15000.0
2022/11/1/5/44, 2270.977, 15000.0
2022/11/1/6/44, 2432.02, 15000.0
2022/11/1/7/44, 2512.679, 15000.0
2022/11/1/8/44, 2597.014, 15000.0
2022/11/1/9/44, 2664.896, 15000.0
2022/11/1/10/44, 2470.205, 15000.0
2022/11/1/11/44, 2292.432, 15000.0
2022/11/1/12/44, 2214.127, 15000.0
2022/11/1/13/44, 2002.107, 15000.0
2022/11/1/14/44, 1971.037, 15000.0
2022/11/1/15/44, 2196.676, 15000.0
2022/11/1/16/44, 2043.663, 15000.0
2022/11/1/17/44, 1862.126, 15000.0
2022/11/1/18/44, 1975.83, 15000.0
2022/11/1/19/44, 2109.754, 15000.0
2022/11/1/20/44, 2052.212, 15000.0
2022/11/1/21/44, 2060.479, 15000.0
2022/11/1/22/44, 1897.628, 15000.0
2022/11/1/23/44, 1985.276, 15000.0
2022/11/1/24/44, 1756.609, 15000.0
2022/11/2/1/44, 1379.085, 15000.0
2022/11/2/2/44, 1188.105, 15000.0
2022/11/2/3/44, 1299.824, 15000.0
2022/11/2/4/44, 1196.833, 15000.0
2022/11/2/5/44, 1215.604, 15000.0
2022/11/2/6/44, 1608.187, 15000.0
2022/11/2/7/44, 2160.559, 15000.0
2022/11/2/8/44, 2388.758, 15000.0
2022/11/2/9/44, 2519.581, 15000.0
2022/11/2/10/44, 2357.071, 15000.0
2022/11/2/11/44, 2335.063, 15000.0
2022/11/2/12/44, 2261.832, 15000.0
2022/11/2/13/44, 2222.38, 15000.0
2022/11/2/14/44, 2282.265, 15000.0
2022/11/2/15/44, 2413.303, 15000.0
2022/11/2/16/44, 2564.997, 15000.0
2022/11/2/17/44, 2662.526, 15000.0
2022/11/2/18/44, 2796.63, 15000.0
2022/11/2/19/44, 2788.641, 15000.0
2022/11/2/20/44, 2718.114, 15000.0
2022/11/2/21/44, 2715.977, 15000.0
2022/11/2/22/44, 2563.921, 15000.0
2022/11/2/23/44, 2272.774, 15000.0
2022/11/2/24/44, 2221.584, 15000.0
2022/11/3/1/44, 2118.756, 15000.0
2022/11/3/2/44, 2050.726, 15000.0
2022/11/3/3/44, 1880.88, 15000.0
2022/11/3/4/44, 1876.707, 15000.0
2022/11/3/5/44, 1874.19, 15000.0
2022/11/3/6/44, 2023.942, 15000.0
2022/11/3/7/44, 2343.994, 15000.0
2022/11/3/8/44, 2562.803, 15000.0
2022/11/3/9/44, 2675.085, 15000.0
2022/11/3/10/44, 2687.453, 15000.0
2022/11/3/11/44, 2749.753, 15000.0
2022/11/3/12/44, 2605.795, 15000.0
2022/11/3/13/44, 2577.087, 15000.0
2022/11/3/14/44, 2612.354, 15000.0
2022/11/3/15/44, 2605.233, 15000.0
2022/11/3/16/44, 2681.251, 15000.0
2022/11/3/17/44, 2852.545, 15000.0
2022/11/3/18/44, 3094.288, 15000.0
2022/11/3/19/44, 2964.288, 15000.0
2022/11/3/20/44, 2922.932, 15000.0
2022/11/3/21/44, 2742.035, 15000.0
2022/11/3/22/44, 2474.091, 15000.0
2022/11/3/23/44, 2519.948, 15000.0
2022/11/3/24/44, 2408.634, 15000.0
2022/11/4/1/44, 2226.346, 15000.0
2022/11/4/2/44, 2268.576, 15000.0
2022/11/4/3/44, 2205.905, 15000.0
2022/11/4/4/44, 2250.889, 15000.0
2022/11/4/5/44, 2371.389, 15000.0
2022/11/4/6/44, 2365.512, 15000.0
2022/11/4/7/44, 2571.355, 15000.0
2022/11/4/8/44, 2784.583, 15000.0
2022/11/4/9/44, 2883.895, 15000.0
2022/11/4/10/44, 2887.981, 15000.0
2022/11/4/11/44, 2972.877, 15000.0
2022/11/4/12/44, 2928.786, 15000.0
2022/11/4/13/44, 2991.139, 15000.0
2022/11/4/14/44, 2937.155, 15000.0
2022/11/4/15/44, 2896.945, 15000.0
2022/11/4/16/44, 3008.383, 15000.0
2022/11/4/17/44, 3216.978, 15000.0
2022/11/4/18/44, 3426.939, 15000.0
2022/11/4/19/44, 3376.797, 15000.0
2022/11/4/20/44, 3283.971, 15000.0
2022/11/4/21/44, 3171.328, 15000.0
2022/11/4/22/44, 3080.418, 15000.0
2022/11/4/23/44, 3346.015, 15000.0
2022/11/4/24/44, 2946.219, 15000.0
2022/11/5/1/44, 2558.232, 15000.0
2022/11/5/2/44, 2361.045, 15000.0
2022/11/5/3/44, 2250.402, 15000.0
2022/11/5/4/44, 2256.751, 15000.0
2022/11/5/5/44, 2178.822, 15000.0
2022/11/5/6/44, 2222.609, 15000.0
2022/11/5/7/44, 2422.76, 15000.0
2022/11/5/8/44, 2466.247, 15000.0
2022/11/5/9/44, 2657.905, 15000.0
2022/11/5/10/44, 2742.145, 15000.0
2022/11/5/11/44, 2959.325, 15000.0
2022/11/5/12/44, 3015.859, 15000.0
2022/11/5/13/44, 3039.415, 15000.0
2022/11/5/14/44, 2912.864, 15000.0
2022/11/5/15/44, 3000.831, 15000.0
2022/11/5/16/44, 3095.719, 15000.0
2022/11/5/17/44, 3431.897, 15000.0
2022/11/5/18/44, 3637.999, 15000.0
2022/11/5/19/44, 3837.095, 15000.0
2022/11/5/20/44, 3803.425, 15000.0
2022/11/5/21/44, 3692.661, 15000.0
2022/11/5/22/44, 3370.171, 15000.0
2022/11/5/23/44, 3388.318, 15000.0
2022/11/5/24/44, 3221.273, 15000.0
2022/11/6/1/44, 3052.027, 15000.0
2022/11/6/2/44, 3013.346, 15000.0
2022/11/6/3/44, 2958.968, 15000.0
2022/11/6/4/44, 2972.815, 15000.0
2022/11/6/5/44, 2997.965, 15000.0
2022/11/6/6/44, 2882.262, 15000.0
2022/11/6/7/44, 2904.016, 15000.0
2022/11/6/8/44, 2950.728, 15000.0
2022/11/6/9/44, 2985.855, 15000.0
2022/11/6/10/44, 3163.3, 15000.0
2022/11/6/11/44, 3160.615, 15000.0
2022/11/6/12/44, 3114.876, 15000.0
2022/11/6/13/44, 3321.314, 15000.0
2022/11/6/14/44, 3332.44, 15000.0
2022/11/6/15/44, 3432.505, 15000.0
2022/11/6/16/44, 3544.506, 15000.0
2022/11/6/17/44, 3713.523, 15000.0
2022/11/6/18/44, 3976.944, 15000.0
2022/11/6/19/44, 4003.718, 15000.0
2022/11/6/20/44, 3928.863, 15000.0
2022/11/6/21/44, 3633.648, 15000.0
2022/11/6/22/44, 3118.633, 15000.0
2022/11/6/23/44, 2923.743, 15000.0
2022/11/6/24/44, 2541.55, 15000.0
2022/11/7/1/45, 2173.736, 15000.0
2022/11/7/2/45, 1928.928, 15000.0
2022/11/7/3/45, 1660.578, 15000.0
2022/11/7/4/45, 1514.587, 15000.0
2022/11/7/5/45, 1501.064, 15000.0
2022/11/7/6/45, 1581.857, 15000.0
2022/11/7/7/45, 1918.205, 15000.0
2022/11/7/8/45, 2367.07, 15000.0
2022/11/7/9/45, 2648.885, 15000.0
2022/11/7/10/45, 2532.081, 15000.0
2022/11/7/11/45, 2401.175, 15000.0
2022/11/7/12/45, 2476.104, 15000.0
2022/11/7/13/45, 2348.609, 15000.0
2022/11/7/14/45, 2413.173, 15000.0
2022/11/7/15/45, 2315.737, 15000.0
2022/11/7/16/45, 2313.261, 15000.0
2022/11/7/17/45, 2325.193, 15000.0
2022/11/7/18/45, 2385.681, 15000.0
2022/11/7/19/45, 2319.557, 15000.0
2022/11/7/20/45, 2178.106, 15000.0
2022/11/7/21/45, 1981.426, 15000.0
2022/11/7/22/45, 1828.21, 15000.0
2022/11/7/23/45, 1732.299, 15000.0
2022/11/7/24/45, 1465.678, 15000.0
2022/11/8/1/45, 1293.833, 15000.0
2022/11/8/2/45, 1233.861, 15000.0
2022/11/8/3/45, 1101.844, 15000.0
2022/11/8/4/45, 1062.338, 15000.0
2022/11/8/5/45, 1108.099, 15000.0
2022/11/8/6/45, 1324.072, 15000.0
2022/11/8/7/45, 1934.562, 15000.0
2022/11/8/8/45, 2330.982, 15000.0
2022/11/8/9/45, 2339.675, 15000.0
2022/11/8/10/45, 2263.633, 15000.0
2022/11/8/11/45, 2225.412, 15000.0
2022/11/8/12/45, 2286.898, 15000.0
2022/11/8/13/45, 2082.726, 15000.0
2022/11/8/14/45, 2195.546, 15000.0
2022/11/8/15/45, 2251.923, 15000.0
